,TimeStamp,Light,Moisture 1,Moisture 2,Temp,Humidity
447,03:06:00,0.00017458100558659218,0.0,0.014198602833800531,0.07868969200640885,0.5559670089210571
755,09:09:00,0.6589736073752211,0.9184388689765032,0.7930562681717119,0.08048978300001952,0.6885485047410647
908,11:42:00,0.7485257603972688,1.0,0.8760311007617321,0.18305145095246533,0.4504292206699207
316,00:55:00,0.0002327746741154563,0.0,0.011623317677704529,0.1090261705536767,0.4155866015822252
58,20:37:00,0.004248137802607076,0.0,0.009980463353988169,0.1741855082784406,0.5443528025584916
1113,15:07:00,0.6623215394165115,0.8963606286186934,0.7383865493152306,0.25590172690048063,0.07877461706783367
1413,07:16:00,0.3469894475481068,0.4617866004962778,0.4024450408493508,0.02730995193163599,0.6564551422319473
944,12:18:00,0.7797563625077589,1.0,0.9133283340569128,0.2038810753071032,0.2635919878808281
23,20:02:00,0.004464388348621744,0.0,0.008380365999657913,0.1816548968409392,0.5436421103817164
107,21:26:00,0.0040929546865301055,0.0,0.010824091249950709,0.1615275057860065,0.4827470122874938
411,02:30:00,0.0002521725636250776,0.0,0.01188972648695602,0.08269538899768547,0.5236492173034841
1310,18:24:00,0.1733395406579764,0.19685690653432605,0.17688558234992308,0.2247106996617405,0.1959266116815349
513,04:12:00,0.00022838269913214571,0.0,0.015460274741764146,0.04963302105132339,0.6178109904628213
1098,14:52:00,0.700457790192427,0.9516956162117454,0.7863401349804633,0.25643581983265096,0.02827806766537616
1422,07:25:00,0.526536312849162,0.7196029776674937,0.6208114614989937,0.04205091685953333,0.6574650732199965
274,00:13:00,0.00017458100558659218,0.0,0.009358842799068571,0.11847961545308815,0.417101498064299
941,12:15:00,0.7740145872129109,1.0,0.905336069779374,0.20334698237493345,0.2736912977613197
811,10:05:00,0.6947160148975791,0.9674937965260546,0.8330504795358564,0.11169663521452697,0.5079952869887223
1102,14:56:00,0.6869180633147114,0.9334987593052112,0.7690235623791293,0.2584653729748977,0.07877461706783367
522,04:21:00,0.00022838269913214571,0.0,0.014763255467244997,0.04889939906147457,0.6678502126254076
1040,13:54:00,0.7583798882681563,1.0,0.8549848048308797,0.26455403240163744,0.04342703248611335
1211,16:45:00,0.5593187461204221,0.7435070306038047,0.6062477799265895,0.2568630941783873,0.10402289176906247
818,10:12:00,0.6994490999379267,0.9711331679073616,0.8320736472352681,0.1266512373152925,0.5251641137855578
1277,17:51:00,0.32832867783985104,0.4172043010752688,0.3478312349528358,0.2351789211322767,0.13129102844638946
380,01:59:00,0.0002521725636250776,0.0,0.010779689781742152,0.09070678298023882,0.4837569432755429
196,22:55:00,0.00011638733705772815,0.0,0.009092433989817295,0.1395228769805943,0.4812321158054199
428,02:47:00,0.00017458100558659218,0.0,0.012511347041875507,0.080879473028307,0.5352634236660496
128,21:47:00,0.004674891371818746,0.0,0.010202470695031052,0.15864340395228815,0.5059754250126239
1202,16:36:00,0.5893854748603352,0.7881720430107528,0.6439890279038559,0.2598540145985402,0.07978454805588275
81,21:00:00,0.004072824801189932,0.0,0.011670232436566452,0.16863698811895145,0.5578630114363567
1342,18:56:00,0.00396004322137159,0.0,0.016162134427911756,0.21297648012976456,0.27522489666909794
346,01:25:00,0.0005431409062693979,0.0,0.01246694557366712,0.0981840840306204,0.4862817707456656
1253,17:27:00,0.43179702048417146,0.5604631927212571,0.4575916643643687,0.2435107708741323,0.10604275374516063
796,09:50:00,0.6878146768742671,0.9555555555555556,0.8220454934154269,0.10641109330801324,0.6019936785801119
838,10:32:00,0.7072858472998138,0.980893300248139,0.8380234439752141,0.14181947658892624,0.5241541827975087
111,21:30:00,0.003957169459962756,0.0,0.009403244267277013,0.1589638597115901,0.5059754250126239
1219,16:53:00,0.5356921166977033,0.708271298593879,0.5768540079725302,0.2557949083140466,0.10503282275711157
1281,17:55:00,0.3170649699979309,0.4015133412982875,0.33530015392508977,0.23478329673807666,0.12448334548991002
894,11:28:00,0.7382491895992825,1.0,0.8692491876175816,0.17347734061282227,0.3695599319231703
1394,06:57:00,0.11872657884451805,0.13691756272401426,0.1388746365657602,0.02494411805431917,0.6642353513250667
999,13:13:00,0.9973618870266916,1.0,0.9029383904961124,0.7718354993768912,0.2514728160242383
873,11:07:00,0.7254034761018003,1.0,0.8533863519753719,0.17140822503115516,0.4776973573472478
1084,14:38:00,0.6976400671310666,0.9480684986061328,0.7839062767231058,0.2557672146064527,0.04376367614879645
666,06:45:00,0.029290081163697686,0.023899371069182385,0.04695683320909605,0.03040164460314143,0.6797407208620616
175,22:34:00,0.0038407821229050282,0.0,0.012244938232624292,0.1483354103614024,0.4913314256859113
342,01:21:00,0.0005819366852886405,0.0,0.01215613529620718,0.10101477657112334,0.4731526679010266
624,06:03:00,0.00032976412166356304,0.0,0.017573114417650082,0.035161118034537815,0.6503955563036525
141,22:00:00,0.00437733506669946,0.0,0.01153954132259416,0.1528117137664965,0.5197142975104247
967,12:41:00,0.8964267650642574,1.0,1.0,0.3669614068403457,0.04376367614879645
1089,14:43:00,0.6984016139044071,0.9490488006617036,0.7836760468879505,0.25547445255474466,0.07271503113953875
